geoid,county_name,urban_flag,low_access_1mi,low_access_10mi,low_income_low_access,snap_flag,population,poverty_rate
55063000600,La Crosse County,1,808,NULL,0,28,2142,19.3
55063000700,La Crosse County,1,397,NULL,0,51,4430,5.2
55063000800,La Crosse County,1,NULL,NULL,1,76,3049,21
55063000900,La Crosse County,1,647,NULL,1,173,3742,15.9
55063001000,La Crosse County,1,1190,NULL,0,234,3790,18.7
55063001101,La Crosse County,1,208,NULL,0,49,2131,6.9
55063001102,La Crosse County,1,489,NULL,0,153,3910,11
55063001200,La Crosse County,1,82,NULL,0,110,4172,8.4
55063010101,La Crosse County,0,520,9.34,0,142,5566,7.8
55063010102,La Crosse County,1,469,NULL,0,212,4598,6.3
55063010201,La Crosse County,0,19,0.19,0,277,9503,5.2
55063010202,La Crosse County,1,3143,NULL,0,104,6688,2.2
55063010203,La Crosse County,0,NULL,NULL,0,35,1887,4.1
55063010300,La Crosse County,1,1133,NULL,0,135,4488,7.1
55063010401,La Crosse County,1,3434,NULL,0,44,5214,2.7
55063010402,La Crosse County,1,9163,NULL,0,330,9163,6.4
55063010500,La Crosse County,1,1517,NULL,0,263,5761,7.5
55063010600,La Crosse County,0,NULL,NULL,0,81,3266,8.4
55063010700,La Crosse County,0,NULL,NULL,0,125,5484,6.4
55063010800,La Crosse County,0,NULL,NULL,0,95,3302,11.2
55065970100,Lafayette County,0,2207,72.71,0,159,3035,12.1
55065970200,Lafayette County,0,NULL,NULL,0,186,3895,11.7
55065970300,Lafayette County,0,NULL,NULL,0,115,3433,9.1
55065970400,Lafayette County,0,93,2.92,0,149,3196,9.1
55065970500,Lafayette County,0,279,8.53,0,101,3277,11.9
55067960100,Langlade County,0,2593,95.93,1,157,2703,10.3
55067960300,Langlade County,0,218,8.32,0,89,2620,8.2
55067960400,Langlade County,0,389,9.89,0,159,3930,9.7
55067960500,Langlade County,0,1645,87.5,1,134,1880,15.9
55067960600,Langlade County,1,854,NULL,1,469,4718,17.8
55067960700,Langlade County,1,512,NULL,0,387,4126,19.6
55069960100,Lincoln County,0,286,12.5,0,66,2286,6.8
55069960200,Lincoln County,1,581,NULL,0,207,2623,14.4
55069960300,Lincoln County,0,151,8.52,0,59,1775,6.2
55069960400,Lincoln County,0,204,10.57,0,36,1929,5.6
55069960500,Lincoln County,0,237,12.96,0,40,1832,5.3
55069960600,Lincoln County,0,824,18.53,0,218,4446,9.2
55069960700,Lincoln County,0,354,9.05,0,115,3907,4.8
55069960800,Lincoln County,0,NULL,NULL,0,156,3439,7.3
55069960900,Lincoln County,1,0,NULL,1,204,2898,17.1
55069961000,Lincoln County,1,1120,NULL,0,181,3608,12.6
55071000100,Manitowoc County,1,1523,NULL,0,401,5236,8.2
55071000200,Manitowoc County,1,226,NULL,1,92,2404,19
55071000300,Manitowoc County,1,3318,NULL,0,80,5615,6.2
55071000400,Manitowoc County,1,1014,NULL,0,213,4176,12.7
55071000500,Manitowoc County,1,188,NULL,1,271,2850,19.7
55071000600,Manitowoc County,1,549,NULL,1,328,5369,15
55071000700,Manitowoc County,1,2237,NULL,1,356,5901,21.8
55071000800,Manitowoc County,1,3373,NULL,1,286,4046,19.5
55071005100,Manitowoc County,1,136,NULL,0,175,2430,12.7
55071005200,Manitowoc County,1,2668,NULL,0,173,4551,7.7
55071005300,Manitowoc County,1,NULL,NULL,0,103,2071,13.3
55071005400,Manitowoc County,1,1430,NULL,1,201,3116,14.9
55071010100,Manitowoc County,0,255,5.66,0,88,4507,6.5
55071010200,Manitowoc County,0,1,0.01,0,90,5891,4.3
55071010300,Manitowoc County,0,NULL,NULL,0,102,4493,7.9
55071010400,Manitowoc County,0,NULL,NULL,0,145,6182,5.7
55071010500,Manitowoc County,0,NULL,NULL,0,40,3636,9.2
55071010600,Manitowoc County,0,NULL,NULL,0,106,5103,4.1
55071010700,Manitowoc County,1,627,NULL,0,143,3865,7.9
55073000100,Marathon County,1,0,NULL,1,397,3138,29.6
55073000200,Marathon County,1,107,NULL,0,140,2932,16.8
55073000300,Marathon County,1,2457,NULL,0,163,5188,7.7
55073000400,Marathon County,1,2104,NULL,1,449,6150,16.8
55073000500,Marathon County,1,NULL,NULL,1,265,2970,15
55073000601,Marathon County,1,NULL,NULL,1,153,2066,13
55073000602,Marathon County,1,0,NULL,1,346,4083,13.1
55073000700,Marathon County,1,3716,NULL,1,647,5382,29.2
55073000800,Marathon County,1,3350,NULL,0,150,3463,6.6
55073000900,Marathon County,1,779,NULL,1,148,2240,20.6
55073001000,Marathon County,1,3025,NULL,0,107,3626,7
55073001102,Marathon County,1,7659,NULL,0,112,7996,2.6
55073001103,Marathon County,1,2254,NULL,0,186,5083,15
55073001104,Marathon County,1,1239,NULL,0,322,5926,10
55073001201,Marathon County,0,NULL,NULL,0,153,8096,4.3
55073001202,Marathon County,0,NULL,NULL,0,169,5321,5.9
55073001300,Marathon County,0,NULL,NULL,0,98,6811,2.8
55073001400,Marathon County,0,NULL,NULL,0,111,6635,4.9
55073001500,Marathon County,0,NULL,NULL,0,54,4134,4.1
55073001600,Marathon County,0,1786,29.49,0,112,6057,6
55073001700,Marathon County,0,1965,53.17,0,115,3696,6.5
55073001800,Marathon County,0,381,6.98,0,94,5449,4.6
55073001900,Marathon County,0,NULL,NULL,0,143,5933,6.7
55073002000,Marathon County,0,34,0.89,0,144,3839,8.1
55073002100,Marathon County,0,NULL,NULL,0,204,7190,6.3
55073002200,Marathon County,0,2,0.06,0,104,3490,14
55073002300,Marathon County,0,273,3.81,0,165,7169,9.4
55075960100,Marinette County,0,490,16.13,0,150,3038,12.5
55075960200,Marinette County,0,3228,76.27,1,252,4232,15.5
55075960600,Marinette County,0,NULL,NULL,0,169,2428,15.9
55075960700,Marinette County,0,849,29.83,1,151,2847,9.9
55075960800,Marinette County,0,NULL,NULL,0,107,2490,14.5
55075960900,Marinette County,0,85,3.07,0,95,2758,8.9
55075961000,Marinette County,0,NULL,NULL,0,231,4131,8.4
55075961100,Marinette County,0,NULL,NULL,0,274,5461,14.5
55075961200,Marinette County,0,NULL,NULL,0,20,2822,1.9
55075961300,Marinette County,1,1922,NULL,1,87,3080,13
55075961400,Marinette County,1,353,NULL,1,499,4528,17.6
55075961500,Marinette County,1,976,NULL,1,281,3934,20.8
55077960100,Marquette County,0,1,0.05,0,134,2823,15.8
55077960200,Marquette County,0,NULL,NULL,0,161,2493,11.6
55077960300,Marquette County,0,NULL,NULL,0,181,3831,10.6
55077960400,Marquette County,0,173,6.65,0,138,2602,10.2
55077960500,Marquette County,0,95,2.6,0,207,3655,9.7
55078940101,Menominee County,0,NULL,NULL,0,205,1375,35.9
55078940102,Menominee County,0,924,32.34,1,222,2857,31
55079000101,Milwaukee County,1,1341,NULL,1,801,4822,32.6
55079000102,Milwaukee County,1,308,NULL,1,367,3507,22
55079000201,Milwaukee County,1,5404,NULL,1,782,5450,39.5
55079000202,Milwaukee County,1,6094,NULL,0,407,6101,13.7
55079000301,Milwaukee County,1,1449,NULL,0,11,1483,3.2
55079000302,Milwaukee County,1,2973,NULL,1,349,3028,21.9
55079000303,Milwaukee County,1,228,NULL,0,148,1873,15
55079000304,Milwaukee County,1,1239,NULL,0,165,3382,11.8
55079000400,Milwaukee County,1,494,NULL,1,357,2439,33.6
55079000501,Milwaukee County,1,122,NULL,1,376,3450,16.9
55079000502,Milwaukee County,1,65,NULL,1,619,4878,30.9
55079000600,Milwaukee County,1,NULL,NULL,1,838,6290,33.6
55079000700,Milwaukee County,1,2953,NULL,1,317,3580,17.2
55079000800,Milwaukee County,1,3664,NULL,1,352,5129,25.6
55079000900,Milwaukee County,1,2503,NULL,1,459,3694,24.7
55079001000,Milwaukee County,1,NULL,NULL,1,586,3654,34.6
55079001100,Milwaukee County,1,25,NULL,1,296,2800,33.1
55079001200,Milwaukee County,1,NULL,NULL,1,443,2985,42.4
55079001300,Milwaukee County,1,NULL,NULL,1,542,3733,17.3
55079001400,Milwaukee County,1,NULL,NULL,1,310,2595,33.5
55079001500,Milwaukee County,1,NULL,NULL,1,440,3173,35.9
55079001600,Milwaukee County,1,NULL,NULL,1,360,2990,30.4
55079001700,Milwaukee County,1,NULL,NULL,1,498,4458,21.9
55079001800,Milwaukee County,1,NULL,NULL,0,363,3153,34.4
55079001900,Milwaukee County,1,NULL,NULL,0,504,3518,22.2
55079002000,Milwaukee County,1,NULL,NULL,0,383,2470,25.9
55079002100,Milwaukee County,1,NULL,NULL,0,438,2474,33.4
55079002200,Milwaukee County,1,NULL,NULL,0,156,1790,32.1
55079002300,Milwaukee County,1,0,NULL,1,504,4406,31.5
55079002400,Milwaukee County,1,NULL,NULL,0,346,2244,36.9
55079002500,Milwaukee County,1,NULL,NULL,0,343,2195,27.4
55079002600,Milwaukee County,1,NULL,NULL,0,328,2829,32.5
55079002700,Milwaukee County,1,NULL,NULL,1,241,1995,41.7
55079002800,Milwaukee County,1,NULL,NULL,0,361,2252,32.3
55079002900,Milwaukee County,1,NULL,NULL,0,359,2179,38.6
55079003000,Milwaukee County,1,NULL,NULL,0,455,3782,22
55079003100,Milwaukee County,1,NULL,NULL,1,360,3572,19.2
55079003200,Milwaukee County,1,NULL,NULL,1,202,2819,18.5
55079003300,Milwaukee County,1,NULL,NULL,1,614,5182,22.7
55079003400,Milwaukee County,1,12,NULL,1,506,5533,22
55079003500,Milwaukee County,1,NULL,NULL,1,484,3410,21.2
55079003600,Milwaukee County,1,NULL,NULL,1,278,1893,32.3
55079003700,Milwaukee County,1,NULL,NULL,0,237,2315,13.9
55079003800,Milwaukee County,1,NULL,NULL,1,252,2196,20.9
55079003900,Milwaukee County,1,NULL,NULL,1,343,2630,23.7
55079004000,Milwaukee County,1,NULL,NULL,1,494,2662,31.1
55079004100,Milwaukee County,1,NULL,NULL,1,346,2565,35.7
55079004200,Milwaukee County,1,NULL,NULL,0,607,3047,38.3
55079004300,Milwaukee County,1,NULL,NULL,1,812,5349,19.3
55079004400,Milwaukee County,1,NULL,NULL,1,394,3333,36
55079004500,Milwaukee County,1,NULL,NULL,1,391,2478,48.8
55079004600,Milwaukee County,1,NULL,NULL,0,542,2984,36.4
55079004700,Milwaukee County,1,NULL,NULL,1,710,4021,27.7
55079004800,Milwaukee County,1,NULL,NULL,1,687,4002,27.8
55079004900,Milwaukee County,1,NULL,NULL,1,428,4506,26.1
55079005000,Milwaukee County,1,NULL,NULL,1,419,4707,12.4
55079005100,Milwaukee County,1,NULL,NULL,0,570,3401,33.5
55079005200,Milwaukee County,1,NULL,NULL,0,105,1657,6.9
55079005300,Milwaukee County,1,NULL,NULL,0,158,1920,8.1
55079005400,Milwaukee County,1,NULL,NULL,0,131,3690,13.7
55079005500,Milwaukee County,1,NULL,NULL,0,86,3318,4.2
55079005600,Milwaukee County,1,NULL,NULL,0,17,2198,5.6
55079005700,Milwaukee County,1,NULL,NULL,0,188,2371,10.9
55079005800,Milwaukee County,1,NULL,NULL,0,279,3430,9.1
55079005900,Milwaukee County,1,NULL,NULL,1,397,3614,20.3
55079006000,Milwaukee County,1,NULL,NULL,1,388,2658,35.5
55079006100,Milwaukee County,1,NULL,NULL,0,294,2320,35.3
55079006200,Milwaukee County,1,NULL,NULL,0,470,2923,41.2
55079006300,Milwaukee County,1,NULL,NULL,1,384,2462,44.5
55079006400,Milwaukee County,1,NULL,NULL,1,346,2510,52.3
55079006500,Milwaukee County,1,NULL,NULL,1,387,2628,52.9
55079006600,Milwaukee County,1,NULL,NULL,1,377,3053,34.3
55079006700,Milwaukee County,1,NULL,NULL,0,247,1492,52.8
55079006800,Milwaukee County,1,NULL,NULL,1,522,2813,38.2
55079006900,Milwaukee County,1,NULL,NULL,1,472,2585,42.2
55079007000,Milwaukee County,1,NULL,NULL,0,613,3020,39.3
55079007100,Milwaukee County,1,NULL,NULL,1,148,1912,23.8
55079007200,Milwaukee County,1,NULL,NULL,0,173,2791,12.8
55079007300,Milwaukee County,1,NULL,NULL,1,57,2477,42
55079007400,Milwaukee County,1,0,NULL,1,7,4122,24.3
55079007500,Milwaukee County,1,NULL,NULL,0,31,2706,22
55079007600,Milwaukee County,1,NULL,NULL,0,131,3275,19.7
55079007700,Milwaukee County,1,NULL,NULL,0,110,3807,28
55079007800,Milwaukee County,1,NULL,NULL,1,118,3446,45.2
55079007900,Milwaukee County,1,NULL,NULL,0,124,2224,13.8
55079008000,Milwaukee County,1,NULL,NULL,1,159,1951,35
55079008100,Milwaukee County,1,NULL,NULL,0,227,1331,38.5
55079008400,Milwaukee County,1,NULL,NULL,0,225,1315,47
55079008500,Milwaukee County,1,NULL,NULL,1,307,1309,53.1
55079008600,Milwaukee County,1,NULL,NULL,1,182,1500,30.7
55079008700,Milwaukee County,1,NULL,NULL,0,174,1410,56.7
55079008800,Milwaukee County,1,NULL,NULL,1,419,2121,54.6
55079008900,Milwaukee County,1,NULL,NULL,0,197,1462,52.8
55079009000,Milwaukee County,1,NULL,NULL,0,390,2544,45.2
55079009100,Milwaukee County,1,NULL,NULL,0,387,2425,52.6
55079009200,Milwaukee County,1,NULL,NULL,1,170,1901,23.5
55079009300,Milwaukee County,1,NULL,NULL,0,224,2535,16.4
55079009400,Milwaukee County,1,NULL,NULL,0,113,2423,4.4
55079009500,Milwaukee County,1,NULL,NULL,0,60,2121,5.1
55079009600,Milwaukee County,1,NULL,NULL,1,284,2317,29.9
55079009700,Milwaukee County,1,NULL,NULL,1,217,1939,29.7
55079009800,Milwaukee County,1,NULL,NULL,0,304,1433,43.6
55079009900,Milwaukee County,1,NULL,NULL,0,200,1458,41.4
55079010600,Milwaukee County,1,NULL,NULL,0,85,1192,31.4
55079010700,Milwaukee County,1,NULL,NULL,0,120,2208,9.3
55079010800,Milwaukee County,1,NULL,NULL,0,182,2469,22.7
55079011000,Milwaukee County,1,NULL,NULL,0,426,3428,21.2
55079011100,Milwaukee County,1,NULL,NULL,0,63,1481,24.7
55079011200,Milwaukee County,1,NULL,NULL,0,312,2219,18.7
55079011300,Milwaukee County,1,NULL,NULL,0,205,1829,17.5
55079011400,Milwaukee County,1,NULL,NULL,0,43,1137,7.3
55079012200,Milwaukee County,1,NULL,NULL,1,303,2557,50.8
55079012300,Milwaukee County,1,12,NULL,1,214,1122,33.8
55079012400,Milwaukee County,1,242,NULL,1,199,2592,16.9
55079012500,Milwaukee County,1,1564,NULL,0,92,2014,6.8
55079012600,Milwaukee County,1,NULL,NULL,1,115,2169,13.1
55079012700,Milwaukee County,1,NULL,NULL,0,40,1189,8.1
55079012800,Milwaukee County,1,47,NULL,1,154,2958,17.9
55079012900,Milwaukee County,1,NULL,NULL,0,173,2942,20.4
55079013000,Milwaukee County,1,NULL,NULL,1,140,1800,23.6
55079013300,Milwaukee County,1,120,NULL,1,116,1066,24.8
55079013400,Milwaukee County,1,NULL,NULL,1,488,2335,40.9
55079013500,Milwaukee County,1,NULL,NULL,1,483,1911,56.1
55079013600,Milwaukee County,1,NULL,NULL,1,566,2489,51.6
55079013700,Milwaukee County,1,NULL,NULL,1,343,1578,54.4
55079014100,Milwaukee County,1,NULL,NULL,1,408,1551,56.9
55079014300,Milwaukee County,1,NULL,NULL,0,44,2297,13.8
55079014400,Milwaukee County,1,NULL,NULL,0,56,2612,18.3
55079014600,Milwaukee County,1,NULL,NULL,0,165,3946,63.5
55079014700,Milwaukee County,1,NULL,NULL,0,194,3291,78.4
55079014800,Milwaukee County,1,NULL,NULL,0,278,2403,55.6
55079014900,Milwaukee County,1,NULL,NULL,0,182,1483,62.1
55079015700,Milwaukee County,1,NULL,NULL,0,482,3231,40.4
55079015800,Milwaukee County,1,NULL,NULL,0,331,3058,35.4
55079015900,Milwaukee County,1,NULL,NULL,1,611,3819,43.5
55079016000,Milwaukee County,1,NULL,NULL,0,434,3310,47
55079016100,Milwaukee County,1,NULL,NULL,0,323,3574,25.4
55079016200,Milwaukee County,1,NULL,NULL,1,267,3366,30
55079016300,Milwaukee County,1,NULL,NULL,0,745,5124,33
55079016400,Milwaukee County,1,NULL,NULL,0,612,4948,37.9
55079016500,Milwaukee County,1,NULL,NULL,0,364,2695,47.3
55079016600,Milwaukee County,1,NULL,NULL,1,336,2313,42.9
55079016700,Milwaukee County,1,NULL,NULL,0,517,3355,41.6
55079016800,Milwaukee County,1,NULL,NULL,0,489,3450,42
55079016900,Milwaukee County,1,NULL,NULL,1,627,4130,45.5
55079017000,Milwaukee County,1,NULL,NULL,1,750,6112,38.1
55079017100,Milwaukee County,1,NULL,NULL,0,228,2937,31.1
55079017200,Milwaukee County,1,NULL,NULL,0,280,2509,26.8
55079017300,Milwaukee County,1,NULL,NULL,1,333,3894,29.5
55079017400,Milwaukee County,1,NULL,NULL,1,447,2953,49.7
55079017500,Milwaukee County,1,NULL,NULL,0,695,4185,34.7
55079017600,Milwaukee County,1,NULL,NULL,0,379,3195,42.2
55079017900,Milwaukee County,1,NULL,NULL,0,231,3003,11.3
55079018000,Milwaukee County,1,0,NULL,1,317,2749,24.9
55079018100,Milwaukee County,1,0,NULL,0,54,1637,6.3
55079018200,Milwaukee County,1,0,NULL,0,35,1608,5.7
55079018300,Milwaukee County,1,NULL,NULL,0,62,2344,11.5
55079018400,Milwaukee County,1,NULL,NULL,0,52,1404,14.9
55079018500,Milwaukee County,1,NULL,NULL,0,91,1633,17.7
55079018600,Milwaukee County,1,NULL,NULL,0,376,3000,36
55079018700,Milwaukee County,1,NULL,NULL,0,445,3876,38.3
55079018800,Milwaukee County,1,NULL,NULL,0,187,2066,34.4
55079018900,Milwaukee County,1,NULL,NULL,1,174,1635,21.1
55079019000,Milwaukee County,1,NULL,NULL,0,265,4545,15.5
55079019100,Milwaukee County,1,NULL,NULL,0,282,3584,15.2
55079019200,Milwaukee County,1,NULL,NULL,0,161,3186,13.7
55079019300,Milwaukee County,1,NULL,NULL,0,120,2557,8.7
55079019400,Milwaukee County,1,NULL,NULL,1,213,3732,15
55079019500,Milwaukee County,1,NULL,NULL,0,147,3350,10.2
55079019600,Milwaukee County,1,NULL,NULL,0,296,3616,10.9
55079019700,Milwaukee County,1,NULL,NULL,0,191,5344,10
55079019800,Milwaukee County,1,NULL,NULL,0,227,4913,11.4
55079019900,Milwaukee County,1,NULL,NULL,0,252,3479,9.4
55079020000,Milwaukee County,1,NULL,NULL,0,636,3411,27.2
55079020100,Milwaukee County,1,NULL,NULL,0,333,3529,16.7
55079020200,Milwaukee County,1,NULL,NULL,0,197,3024,14.3
55079020300,Milwaukee County,1,NULL,NULL,0,253,3773,14
55079020400,Milwaukee County,1,NULL,NULL,0,397,3216,22.9
55079020500,Milwaukee County,1,NULL,NULL,0,280,2921,26.1
55079020600,Milwaukee County,1,NULL,NULL,1,145,3525,5.7
55079020700,Milwaukee County,1,2,NULL,0,233,4311,12.7
55079020800,Milwaukee County,1,455,NULL,0,97,3009,4
55079020900,Milwaukee County,1,NULL,NULL,0,109,2553,9.3
55079021000,Milwaukee County,1,NULL,NULL,0,120,2189,11.2
55079021100,Milwaukee County,1,NULL,NULL,0,57,1364,13.4
55079021200,Milwaukee County,1,NULL,NULL,1,229,2097,15.7
55079021300,Milwaukee County,1,NULL,NULL,1,133,1631,19
55079021400,Milwaukee County,1,NULL,NULL,1,402,3288,34
55079021500,Milwaukee County,1,NULL,NULL,0,97,2824,6.9
55079021600,Milwaukee County,1,NULL,NULL,1,313,4365,22
55079021700,Milwaukee County,1,606,NULL,0,402,6142,9.4
55079021800,Milwaukee County,1,79,NULL,1,197,2223,18.8
55079030100,Milwaukee County,1,642,NULL,0,25,4300,5.1
55079035100,Milwaukee County,1,1512,NULL,0,17,2257,2.2
55079035200,Milwaukee County,1,652,NULL,0,34,4435,4.5
55079040100,Milwaukee County,1,566,NULL,0,7,1597,2.2
55079050101,Milwaukee County,1,209,NULL,0,93,5990,3.5
55079050102,Milwaukee County,1,2485,NULL,0,397,6009,15.8
55079060101,Milwaukee County,1,131,NULL,0,40,4038,8
55079060102,Milwaukee County,1,2211,NULL,0,45,3138,3.9
55079060200,Milwaukee County,1,265,NULL,0,244,5705,7.4
55079070100,Milwaukee County,1,NULL,NULL,0,73,4373,4.3
55079070200,Milwaukee County,1,12,NULL,0,24,5172,2.6
55079070300,Milwaukee County,1,NULL,NULL,0,70,4541,3.7
55079080100,Milwaukee County,1,NULL,NULL,0,45,2680,7.7
55079080200,Milwaukee County,1,NULL,NULL,0,106,3368,10.3
55079080300,Milwaukee County,1,0,NULL,0,8,3884,7.8
55079080400,Milwaukee County,1,NULL,NULL,0,275,3254,18.8
55079090100,Milwaukee County,1,1237,NULL,0,78,4558,6.6
55079090200,Milwaukee County,1,NULL,NULL,0,11,1800,3.4
55079090300,Milwaukee County,1,NULL,NULL,0,143,3297,8.1
55079090600,Milwaukee County,1,284,NULL,0,228,4642,12.7
55079090700,Milwaukee County,1,NULL,NULL,0,26,3159,2.8
55079090800,Milwaukee County,1,NULL,NULL,0,64,2363,5.6
55079090900,Milwaukee County,1,NULL,NULL,0,48,3837,5.9
55079091000,Milwaukee County,1,NULL,NULL,0,101,4438,3.5
55079091100,Milwaukee County,1,NULL,NULL,0,33,4250,2.4
55079091200,Milwaukee County,1,NULL,NULL,0,153,4699,15.6
55079091300,Milwaukee County,1,NULL,NULL,0,45,3737,5.6
55079091400,Milwaukee County,1,NULL,NULL,0,34,2195,3.2
55079100100,Milwaukee County,1,NULL,NULL,1,349,3693,19.9
55079100200,Milwaukee County,1,NULL,NULL,0,435,3724,15.7
55079100300,Milwaukee County,1,NULL,NULL,0,173,3067,17.3
55079100400,Milwaukee County,1,0,NULL,1,206,2801,12.7
55079100500,Milwaukee County,1,368,NULL,0,262,3557,13.8
55079100600,Milwaukee County,1,635,NULL,0,130,2103,11
55079100700,Milwaukee County,1,472,NULL,0,73,2834,6.6
55079100800,Milwaukee County,1,663,NULL,0,105,2975,4.4
55079100900,Milwaukee County,1,0,NULL,0,255,3662,13.6
55079101000,Milwaukee County,1,136,NULL,0,312,5121,9.5
55079101100,Milwaukee County,1,NULL,NULL,0,45,1812,8.4
55079101200,Milwaukee County,1,NULL,NULL,0,75,3240,5.8
55079101300,Milwaukee County,1,NULL,NULL,0,155,3142,11.7
55079101400,Milwaukee County,1,344,NULL,1,347,3660,15.2
55079101500,Milwaukee County,1,2,NULL,0,321,4420,18.2
55079101600,Milwaukee County,1,NULL,NULL,0,103,4582,8.7
55079101700,Milwaukee County,1,NULL,NULL,0,164,3369,14.1
55079101800,Milwaukee County,1,NULL,NULL,0,190,2649,12.4
55079110100,Milwaukee County,1,NULL,NULL,0,495,4305,15.6
55079120101,Milwaukee County,1,172,NULL,0,102,3953,5.7
55079120102,Milwaukee County,1,245,NULL,0,60,3891,3.3
55079120201,Milwaukee County,1,NULL,NULL,0,265,3606,8.2
55079120202,Milwaukee County,1,NULL,NULL,0,196,3173,11
55079120203,Milwaukee County,1,NULL,NULL,1,159,3529,9
55079120300,Milwaukee County,1,NULL,NULL,0,68,1987,9
55079120400,Milwaukee County,1,NULL,NULL,0,325,7312,7.8
55079120501,Milwaukee County,1,248,NULL,0,117,3960,10.4
55079120502,Milwaukee County,1,NULL,NULL,0,276,5246,16.2
55079130100,Milwaukee County,1,138,NULL,0,162,4869,4
55079130200,Milwaukee County,1,212,NULL,0,46,2822,4.4
55079140100,Milwaukee County,1,265,NULL,0,67,2999,4.9
55079140201,Milwaukee County,1,NULL,NULL,0,150,5235,5.4
55079140202,Milwaukee County,1,85,NULL,0,97,5812,4.4
55079150100,Milwaukee County,1,420,NULL,0,394,8972,5.2
55079150301,Milwaukee County,1,2968,NULL,0,55,5906,2.9
55079150303,Milwaukee County,1,3066,NULL,0,60,4856,4.2
55079150304,Milwaukee County,1,1024,NULL,0,91,4041,6.6
55079160100,Milwaukee County,1,182,NULL,0,189,6528,7.5
55079160202,Milwaukee County,1,2725,NULL,0,252,7310,5.9
55079160203,Milwaukee County,1,629,NULL,0,124,6069,6.4
55079160204,Milwaukee County,1,66,NULL,0,132,4962,7
55079160300,Milwaukee County,1,8577,NULL,0,60,9582,2.3
55079170100,Milwaukee County,1,141,NULL,0,71,2689,11.4
55079170200,Milwaukee County,1,NULL,NULL,1,271,3869,19.7
55079170300,Milwaukee County,1,NULL,NULL,1,180,2662,9.7
55079170400,Milwaukee County,1,0,NULL,0,109,3362,8.1
55079170500,Milwaukee County,1,NULL,NULL,1,193,2471,27
55079170600,Milwaukee County,1,NULL,NULL,1,414,3384,27.6
55079170700,Milwaukee County,1,167,NULL,1,223,2719,15.7
55079180100,Milwaukee County,1,1054,NULL,0,202,3029,18
55079180200,Milwaukee County,1,1917,NULL,1,390,4536,18.3
55079180300,Milwaukee County,1,35,NULL,1,320,3371,12.8
55079180400,Milwaukee County,1,NULL,NULL,0,196,2735,8
55079180500,Milwaukee County,1,1,NULL,0,94,4596,7.9
55079185100,Milwaukee County,1,3118,NULL,0,257,4210,17.2
55079185200,Milwaukee County,1,332,NULL,0,199,5149,8.5
55079185300,Milwaukee County,1,NULL,NULL,0,28,3438,7.9
55079185400,Milwaukee County,1,NULL,NULL,0,241,1639,52.2
55079185500,Milwaukee County,1,NULL,NULL,0,332,1709,32.1
55079185600,Milwaukee County,1,NULL,NULL,0,280,1776,33.6
55079185700,Milwaukee County,1,NULL,NULL,0,344,2124,40.8
55079185800,Milwaukee County,1,NULL,NULL,1,201,1606,34.9
55079185900,Milwaukee County,1,NULL,NULL,1,100,1213,17.4
55079186000,Milwaukee County,1,NULL,NULL,1,541,1451,46.2
55079186100,Milwaukee County,1,NULL,NULL,1,518,2275,52.1
55079186200,Milwaukee County,1,NULL,NULL,1,293,1422,57.1
55079186300,Milwaukee County,1,NULL,NULL,0,55,3268,23.6
55079186400,Milwaukee County,1,NULL,NULL,0,84,1643,61.4
55079186500,Milwaukee County,1,NULL,NULL,0,208,1667,28.2
55079186600,Milwaukee County,1,NULL,NULL,1,294,2152,43.5
55079186800,Milwaukee County,1,0,NULL,0,320,1614,44.8
55079186900,Milwaukee County,1,NULL,NULL,0,73,2213,11.2
55079187000,Milwaukee County,1,NULL,NULL,0,179,3288,12.8
55079187200,Milwaukee County,1,4962,NULL,0,39,5384,3.3
55079187300,Milwaukee County,1,3971,NULL,0,141,6293,4.5
55079187400,Milwaukee County,1,NULL,NULL,0,28,2341,11.8
55081950100,Monroe County,0,91,1.99,0,132,4563,8.3
55081950200,Monroe County,0,1187,24.27,0,129,4892,4.5
55081950300,Monroe County,1,1136,NULL,1,492,6117,20.1
55081950400,Monroe County,1,2919,NULL,1,324,4610,14.1
55081950500,Monroe County,0,NULL,NULL,0,261,5769,6.3
55081950600,Monroe County,1,1692,NULL,1,214,4321,15.3
55081950700,Monroe County,0,4,0.1,0,127,4511,18.4
55081950800,Monroe County,0,1162,26.29,0,122,4421,16.7
55081950900,Monroe County,0,NULL,NULL,0,86,5469,10.8
55083100300,Oconto County,0,85,3.09,0,108,2756,11.3
55083100500,Oconto County,0,755,34.04,1,123,2218,12.7
55083100600,Oconto County,0,940,33.22,1,209,2828,19
55083100700,Oconto County,0,NULL,NULL,0,129,2963,9.8
55083100800,Oconto County,0,18,0.72,0,88,2507,8.1
55083100900,Oconto County,0,NULL,NULL,0,136,2924,12.7
55083101000,Oconto County,0,NULL,NULL,0,151,3939,9
55083101100,Oconto County,0,394,8.59,0,121,4588,6.8
55083101200,Oconto County,0,NULL,NULL,0,127,4152,11
55083101300,Oconto County,0,296,3.37,0,145,8785,4.8
55085970101,Oneida County,0,NULL,NULL,0,32,1554,8.5
55085970102,Oneida County,0,827,22.79,0,81,3629,9
55085970400,Oneida County,0,NULL,NULL,0,61,3026,6.3
55085970500,Oneida County,0,NULL,NULL,0,39,1761,6.9
55085970601,Oneida County,0,1,0.03,0,67,1927,4.1
55085970602,Oneida County,0,44,1.19,0,95,3661,9.1
